Customer_ID,Tenure_Months,Monthly_Spend,Avg_Data_Usage_GB,Usage_Hours,Complaints_Last_6M,Payment_Delay_Days,Support_Calls,Contract_Type,Plan_Type,Auto_Pay,Discount_Received_%,Internet_Speed_Mbps,Region,Churn
320,63,951.14,17.99,136.1,0,0.6,2,Annual,Premium,0,10,50,West,0
321,62,642.11,14.19,74.4,1,5.0,1,Annual,Basic,0,0,50,West,0
322,22,767.68,10.76,110.1,1,2.3,2,2-Year,Basic,0,0,50,West,0
323,58,1054.67,16.6,100.2,2,0.4,4,2-Year,Basic,1,15,100,North,0
324,58,1182.33,9.56,130.1,3,4.4,1,Annual,Standard,1,0,25,South,0
325,49,1641.25,16.08,165.6,1,8.1,0,Monthly,Standard,0,5,25,West,0
326,52,875.84,17.92,61.3,1,8.8,1,Monthly,Standard,1,20,100,West,0
327,42,666.7,13.7,80.5,1,1.4,4,Monthly,Standard,1,0,50,East,0
328,70,1088.33,11.22,105.7,0,0.4,2,Annual,Premium,1,0,100,South,0
329,15,618.04,1.89,66.8,1,2.2,0,Annual,Standard,1,10,25,South,0
330,54,1041.07,21.86,123.5,1,0.4,1,2-Year,Premium,0,10,100,South,0
331,60,774.44,17.42,125.3,1,8.2,0,Annual,Premium,1,20,25,West,0
332,8,952.9,17.57,116.8,2,0.6,3,2-Year,Standard,1,20,25,East,1
333,53,1172.76,5.63,107.1,1,0.9,1,Annual,Standard,1,10,200,South,0
334,60,872.32,23.28,141.1,1,1.6,2,2-Year,Premium,1,0,50,East,0
335,5,1133.22,12.21,65.3,2,1.4,2,Monthly,Premium,0,0,50,North,1
336,68,1118.29,13.27,102.0,0,4.7,3,2-Year,Basic,0,0,25,North,0
337,6,433.92,8.58,77.8,1,1.8,2,Annual,Basic,1,0,100,East,0
338,47,674.6,4.28,126.7,2,0.6,1,Monthly,Premium,1,10,50,West,0
339,55,509.55,21.94,45.0,1,0.9,4,Monthly,Basic,1,10,200,South,0
340,40,1400.43,22.72,99.2,2,2.1,2,2-Year,Premium,0,0,200,North,0
341,52,873.65,14.01,110.1,0,0.5,2,Monthly,Basic,1,15,100,North,0
342,16,1345.21,10.92,71.6,1,2.8,1,Monthly,Basic,1,0,50,East,0
343,13,491.76,12.74,81.2,0,2.5,4,Monthly,Basic,1,5,50,West,0
344,30,756.81,12.9,100.5,1,3.8,1,Annual,Basic,0,10,100,East,0
345,19,1100.12,7.8,128.7,1,8.3,3,2-Year,Basic,0,5,25,East,0
346,17,944.82,13.25,69.0,0,7.3,2,Monthly,Standard,1,5,50,East,0
347,63,1033.21,15.92,74.2,0,8.8,1,Monthly,Standard,1,0,25,East,0
348,19,586.55,21.11,133.8,0,0.8,1,2-Year,Premium,1,5,25,East,0
349,58,1244.2,15.09,91.8,1,0.4,0,Annual,Standard,1,10,25,West,0
350,55,1094.25,5.54,76.7,0,1.1,1,2-Year,Standard,1,20,50,East,0
351,62,1000.41,17.12,121.9,1,6.8,1,Monthly,Standard,0,5,100,West,0
352,23,728.6,13.46,85.4,3,10.7,1,Monthly,Standard,0,5,50,South,1
353,9,980.95,23.22,130.8,0,5.9,3,Monthly,Standard,0,10,50,South,0
354,12,827.13,23.58,80.1,1,0.3,2,Annual,Basic,0,20,25,South,0
355,1,487.38,23.79,95.2,3,8.8,3,Monthly,Basic,1,0,50,South,0
356,58,887.39,11.63,128.3,1,1.7,0,Monthly,Basic,1,5,25,North,0
357,1,860.82,26.94,93.2,1,0.0,1,Monthly,Basic,0,10,100,West,0
358,34,1165.6,17.11,122.7,1,1.8,1,Monthly,Standard,1,10,200,South,0
359,48,341.39,24.76,98.0,1,0.1,5,2-Year,Basic,1,0,25,North,0
360,1,958.8,11.98,159.5,2,2.4,5,Monthly,Premium,1,10,25,West,0
361,16,611.11,13.21,147.1,1,1.2,3,Annual,Premium,0,0,50,North,0
362,61,979.81,16.64,60.2,2,1.9,3,2-Year,Premium,1,5,200,North,0
363,64,993.57,15.91,115.7,1,2.8,2,Monthly,Premium,0,5,100,East,0
364,63,878.29,22.53,75.5,3,6.1,2,Annual,Basic,1,15,200,North,0
365,69,1101.82,13.61,105.7,2,3.3,2,2-Year,Standard,1,5,50,North,0
366,22,588.56,21.99,102.1,1,1.7,0,2-Year,Basic,0,0,200,West,0
367,67,1176.93,19.39,68.3,2,5.1,2,Monthly,Premium,1,0,25,North,0
368,26,722.98,13.72,131.8,2,7.1,1,Monthly,Premium,1,15,25,East,0
369,16,511.03,18.93,106.1,0,0.4,2,Monthly,Premium,1,0,200,South,0
370,51,831.9,12.16,91.5,1,2.3,2,Annual,Standard,1,5,200,South,0
371,57,376.21,29.1,86.9,0,1.0,4,Annual,Standard,0,0,25,West,0
372,29,963.54,1.0,104.2,1,0.1,4,Annual,Basic,0,10,25,West,0
373,69,835.19,19.04,112.2,0,3.3,2,Monthly,Basic,1,5,25,North,1
374,47,1208.42,4.41,96.3,1,6.0,2,Monthly,Standard,0,0,25,West,0
375,62,1062.23,13.65,20.0,3,0.5,4,Annual,Standard,1,0,25,North,0
376,69,552.0,14.49,100.5,3,5.0,2,Monthly,Premium,0,15,200,West,0
377,16,690.4,24.05,56.8,3,5.8,4,Annual,Basic,0,5,100,South,0
378,48,1030.17,10.85,93.7,1,7.4,0,Monthly,Premium,1,10,100,South,0
379,39,1111.77,22.85,57.9,0,0.9,0,Monthly,Standard,0,15,100,South,0
380,33,1205.63,7.93,57.5,1,7.0,2,Monthly,Premium,1,20,50,South,0
381,23,1203.63,23.08,137.1,1,1.2,2,Monthly,Premium,1,0,100,North,0
382,10,877.62,12.15,90.4,1,2.4,3,Monthly,Premium,1,20,50,North,0
383,69,990.66,15.44,88.1,2,0.2,3,Monthly,Basic,1,0,50,North,0
384,34,1224.68,12.98,114.5,0,0.1,4,Monthly,Premium,0,0,50,South,0
385,52,824.17,22.69,88.9,0,3.8,1,Monthly,Basic,1,15,50,East,0
386,10,994.93,21.53,163.1,2,1.8,2,Monthly,Basic,1,0,100,South,0
387,19,818.28,17.66,91.8,0,0.9,1,Annual,Standard,1,0,200,South,0
388,58,762.26,8.09,111.0,3,0.6,1,Monthly,Premium,1,0,50,East,0
389,1,912.1,10.71,129.1,0,3.3,5,Annual,Standard,1,10,100,East,0
390,69,728.11,8.83,148.1,0,0.0,1,Annual,Premium,1,5,25,West,0
391,4,867.27,1.51,77.7,0,4.9,3,Annual,Standard,1,10,100,South,0
392,16,641.26,22.57,87.5,0,0.2,1,2-Year,Basic,0,15,50,East,0
393,24,852.5,13.03,138.2,0,0.6,0,Monthly,Premium,0,10,25,West,0
394,2,1012.1,12.97,124.3,0,1.5,1,Annual,Basic,1,0,50,East,0
395,32,752.81,23.98,132.3,2,2.0,0,2-Year,Premium,0,20,100,East,0
396,24,902.32,12.14,58.9,2,1.3,1,2-Year,Basic,0,0,25,West,0
397,12,934.84,9.96,146.4,1,1.2,3,Monthly,Standard,0,0,200,South,0
398,50,1013.13,13.65,77.2,1,10.0,2,Monthly,Standard,1,0,25,West,0
399,35,866.61,8.2,105.8,1,3.1,1,Monthly,Basic,0,5,200,South,0
400,33,1171.47,17.07,95.6,0,0.1,3,Annual,Basic,1,0,100,East,0
401,33,374.77,12.76,73.6,1,1.7,3,Annual,Basic,0,0,50,West,1
402,61,1634.44,11.96,57.6,5,6.2,0,Monthly,Basic,1,0,50,North,0
403,51,682.22,11.44,47.7,3,1.1,2,Annual,Basic,1,0,100,East,0
404,43,1000.85,14.36,103.6,3,0.3,1,Annual,Standard,1,10,100,West,0
405,12,665.38,15.5,54.2,0,4.3,2,Monthly,Standard,0,15,100,East,0
406,67,1061.07,11.88,66.0,1,2.8,0,2-Year,Standard,1,10,50,West,0
407,65,969.14,12.85,93.5,2,2.5,3,Annual,Premium,1,0,50,South,0
408,33,737.32,14.51,20.8,1,0.2,2,Monthly,Standard,1,0,200,North,0
409,40,1168.27,13.91,123.4,2,0.5,4,Annual,Standard,1,20,25,East,0
410,43,859.01,15.19,27.7,1,2.9,1,Monthly,Standard,1,0,50,North,0
411,44,1036.8,10.94,97.7,2,0.7,4,Annual,Standard,1,15,25,South,0
412,29,670.71,21.03,100.5,1,2.1,1,2-Year,Standard,1,0,100,West,0
413,13,892.28,15.58,116.1,2,2.4,1,2-Year,Basic,1,20,100,North,0
414,12,1400.85,11.98,98.7,1,1.0,0,Monthly,Premium,1,0,25,West,0
415,46,1140.74,17.07,160.5,1,8.9,4,Monthly,Standard,1,5,25,South,0
416,2,976.91,14.55,106.5,3,5.5,4,Monthly,Basic,1,10,25,East,0
417,35,787.77,4.6,131.6,1,3.8,2,Annual,Standard,0,5,50,South,0
418,8,916.87,17.05,78.3,2,0.2,2,Monthly,Basic,1,0,50,North,0
419,26,949.39,8.88,103.6,3,0.3,2,Annual,Basic,1,5,200,North,0
420,34,1012.31,20.61,146.4,1,2.0,2,Monthly,Basic,1,10,50,North,0
421,7,630.83,13.55,92.9,0,0.5,4,Monthly,Standard,0,0,25,West,1
422,68,1067.1,19.68,105.8,3,11.5,0,Monthly,Standard,1,0,200,East,0
423,58,627.6,11.22,129.4,2,0.5,4,2-Year,Premium,1,5,50,North,0
424,29,1307.78,15.42,77.7,1,2.0,1,Annual,Basic,0,0,50,North,0
425,36,707.09,22.26,35.2,2,1.4,1,Monthly,Standard,1,10,25,North,0
426,21,974.16,13.39,107.7,0,3.1,2,Monthly,Standard,0,0,50,South,0
427,36,1151.29,11.46,129.7,0,0.4,3,Annual,Basic,1,5,200,North,0
428,10,836.9,18.93,59.5,0,1.7,2,Monthly,Standard,1,0,50,South,1
429,24,985.15,18.81,120.1,2,1.0,7,Annual,Basic,0,5,50,North,0
430,64,1258.8,11.71,120.3,0,6.6,5,2-Year,Basic,0,0,100,South,0
431,49,1041.1,3.09,31.8,2,0.1,2,Annual,Standard,1,0,200,West,0
432,36,988.89,11.34,71.9,1,7.4,3,Annual,Standard,0,0,25,West,0
433,24,478.8,19.06,88.1,0,5.4,2,Annual,Basic,1,20,50,South,0
434,23,666.57,10.35,94.6,0,1.1,2,2-Year,Basic,1,0,200,East,0
435,62,1161.73,14.93,77.7,2,4.7,2,2-Year,Basic,1,10,25,East,0
436,37,1042.49,11.06,76.1,2,0.1,2,Annual,Basic,0,0,100,South,0
437,12,1080.37,3.41,150.1,1,10.2,2,Monthly,Basic,1,0,100,West,1
438,55,1058.85,10.95,96.8,0,2.2,1,Monthly,Basic,1,5,100,South,0
439,13,1222.44,19.04,79.1,4,1.1,0,Monthly,Standard,0,5,50,East,1
440,23,834.65,1.0,98.8,0,1.4,5,Annual,Standard,0,20,50,South,0
441,30,930.12,16.51,116.1,2,0.2,5,Annual,Standard,0,20,100,West,0
442,17,642.83,7.88,101.5,3,13.6,1,Monthly,Standard,1,10,25,East,0
443,62,580.49,18.65,93.8,2,0.1,2,Monthly,Basic,0,10,50,East,0
444,13,489.06,19.29,80.5,1,3.2,0,Monthly,Basic,0,5,25,North,0
445,59,678.71,13.97,80.1,1,1.8,1,2-Year,Premium,1,0,25,North,0
446,19,1288.14,13.98,82.1,1,8.9,2,Annual,Basic,1,20,200,East,0
447,49,511.82,10.16,110.2,1,0.8,0,Annual,Basic,1,10,50,East,0
448,12,824.12,6.93,70.2,0,2.3,2,Monthly,Basic,1,5,200,South,0
449,61,576.71,25.19,111.8,2,2.0,4,Annual,Standard,0,0,25,West,0
450,19,749.76,9.81,142.4,0,3.6,3,Monthly,Standard,1,0,50,East,0
451,9,942.42,24.41,109.8,3,0.2,3,Annual,Premium,0,20,25,West,0
452,71,724.97,9.84,88.9,1,0.6,5,Monthly,Premium,1,0,100,East,0
453,28,1172.42,18.15,61.1,0,0.7,3,Monthly,Standard,1,5,100,West,0
454,52,1283.49,8.17,147.3,3,4.0,6,Monthly,Basic,0,0,25,North,0
455,16,337.73,18.14,64.9,1,0.6,1,Monthly,Basic,1,15,200,East,0
456,69,729.25,13.05,125.5,1,2.6,4,2-Year,Basic,1,0,25,South,0
457,12,914.79,13.12,119.2,0,0.7,0,Monthly,Basic,0,15,100,West,0
458,25,1181.53,18.66,92.9,1,5.9,2,Monthly,Basic,1,0,200,East,0
459,52,786.44,12.19,92.1,0,8.6,4,Annual,Basic,1,15,200,North,0
460,53,895.02,6.43,44.9,1,2.2,2,2-Year,Basic,1,10,200,North,0
461,23,610.81,19.57,109.9,1,1.3,3,Monthly,Basic,1,0,50,North,0
462,16,516.8,8.12,118.6,2,0.8,0,Annual,Premium,1,5,25,North,0
463,57,1261.35,18.1,67.3,3,0.2,0,2-Year,Standard,0,0,25,East,0
464,39,443.98,20.84,95.3,1,0.9,2,Monthly,Premium,0,0,50,South,0
465,53,1482.15,12.75,101.1,1,3.2,5,Monthly,Basic,1,15,100,West,0
466,42,1081.29,22.09,117.5,0,2.3,1,Monthly,Standard,0,5,25,South,0
467,58,1069.99,17.89,100.1,0,8.6,1,2-Year,Basic,1,0,100,West,0
468,39,1043.87,10.82,51.2,2,1.5,2,Monthly,Basic,0,0,50,South,0
469,14,836.83,23.41,84.1,0,3.6,2,Monthly,Basic,0,0,50,East,1
470,5,998.02,8.15,106.7,1,2.0,1,Annual,Premium,0,15,100,East,0
471,35,852.78,12.74,125.2,0,2.2,0,Annual,Premium,1,0,50,West,1
472,18,1038.27,13.76,81.5,0,0.9,3,Monthly,Basic,1,20,100,East,0
473,9,891.58,18.63,165.6,2,1.8,1,Annual,Basic,0,20,25,West,0
474,58,662.41,21.69,43.2,2,1.9,1,Monthly,Standard,1,0,100,South,0
475,17,682.36,21.32,83.1,2,3.7,1,Monthly,Basic,0,0,25,East,0
476,7,653.93,16.34,97.5,0,8.5,2,Annual,Basic,1,15,25,East,0
477,46,1142.73,13.32,94.0,2,1.2,2,2-Year,Basic,0,0,100,West,0
478,13,745.64,4.04,63.0,2,0.1,2,Monthly,Standard,1,0,200,West,1
479,40,421.97,7.12,113.4,5,2.1,0,2-Year,Basic,1,0,25,West,0
480,42,999.21,25.6,111.1,1,2.4,3,Annual,Basic,1,5,50,West,0
481,9,1278.63,3.98,101.4,2,0.6,4,Monthly,Basic,0,10,50,North,0
482,50,1093.27,10.29,110.0,1,4.3,1,Annual,Standard,1,0,25,West,1
483,27,749.17,21.87,87.3,1,12.6,5,Monthly,Premium,1,0,100,North,0
484,66,503.3,16.26,51.5,3,8.7,2,2-Year,Basic,1,20,100,South,0
485,5,866.43,20.57,78.5,2,0.7,1,2-Year,Premium,0,10,25,West,0
486,29,860.19,18.26,104.7,0,6.2,3,Monthly,Premium,0,5,50,North,0
487,37,657.7,23.82,104.9,0,3.7,2,Monthly,Premium,1,10,100,North,0
488,38,1037.76,16.77,101.2,3,1.8,1,Monthly,Standard,0,5,50,North,0
489,8,1361.66,18.98,116.5,1,2.3,2,Monthly,Standard,0,10,100,East,0
490,65,955.57,10.65,82.6,1,5.7,1,Monthly,Premium,0,0,25,North,0
491,17,940.12,18.52,100.8,0,2.0,4,Monthly,Basic,1,0,100,West,0
492,71,665.69,12.62,117.2,1,1.4,3,Annual,Standard,0,10,25,West,0
493,45,1249.35,12.28,97.5,1,2.0,3,Monthly,Premium,1,5,100,West,0
494,4,881.21,20.37,62.7,1,2.6,5,2-Year,Standard,1,20,50,North,0
495,36,755.26,20.41,71.2,0,0.6,1,2-Year,Premium,0,0,25,North,0
496,70,915.92,25.13,124.9,1,6.9,3,Monthly,Standard,1,20,100,East,0
497,31,1017.99,24.74,141.8,2,3.4,3,2-Year,Premium,0,20,25,South,0
498,19,934.8,20.5,135.3,0,3.0,5,Monthly,Standard,1,0,50,East,1
499,61,1201.54,4.68,107.0,3,0.3,2,Monthly,Standard,1,10,50,West,1
500,54,995.99,25.97,63.9,1,2.8,0,Annual,Standard,1,5,25,West,0
501,39,829.01,20.51,99.8,2,0.4,2,Monthly,Premium,0,20,200,West,0
502,19,1000.3,10.4,146.9,0,0.2,4,Annual,Premium,1,5,100,East,0
503,39,1024.91,19.37,118.6,0,2.2,1,2-Year,Premium,1,10,25,West,0
504,67,575.91,8.78,93.8,0,1.5,4,2-Year,Standard,1,5,100,West,0
505,45,1187.35,18.71,118.9,2,2.7,2,Annual,Basic,1,0,50,West,0
506,13,824.77,7.1,61.9,2,0.3,1,Annual,Basic,0,0,200,North,0
507,58,831.17,10.15,79.1,1,1.7,2,Monthly,Premium,1,5,50,South,0
508,20,1087.84,19.26,67.5,2,0.6,2,Monthly,Standard,0,10,50,North,1
509,61,1086.79,21.44,114.1,0,13.1,2,Annual,Basic,0,10,50,North,0
510,39,724.79,16.95,121.4,0,2.5,3,Monthly,Basic,1,10,50,South,0
511,1,1100.73,13.28,95.4,0,3.5,4,Monthly,Premium,1,0,50,South,0
512,3,759.89,2.31,73.8,2,1.2,2,Monthly,Premium,1,5,25,East,0
513,62,1354.89,13.75,99.4,2,0.3,0,Annual,Premium,0,0,100,South,0
514,63,692.95,18.2,85.4,1,11.2,2,Monthly,Standard,0,15,50,East,0
515,25,959.87,13.1,76.1,1,1.0,2,Annual,Basic,1,20,200,East,0
516,56,704.5,14.86,110.2,0,1.7,1,Monthly,Basic,1,5,25,North,0
517,33,1455.67,13.89,77.3,1,3.1,1,Monthly,Basic,0,0,100,West,0
518,38,590.54,13.07,53.0,3,0.1,1,Monthly,Premium,1,0,200,North,0
519,6,1031.09,15.46,59.7,3,5.0,1,Monthly,Basic,0,10,100,North,1
520,58,716.27,13.36,51.9,2,2.3,2,2-Year,Standard,1,10,200,South,0
521,44,811.47,23.66,107.4,0,1.0,1,Monthly,Standard,1,10,100,South,0
522,45,1013.38,1.76,104.5,0,0.2,2,Monthly,Standard,1,0,50,East,0
523,32,1206.15,11.72,103.0,0,0.5,4,Annual,Premium,0,10,100,East,0
524,45,1305.85,9.78,117.6,1,6.8,4,Monthly,Basic,1,10,25,East,0
525,61,515.76,16.31,135.8,0,3.5,2,Monthly,Standard,1,0,50,South,0
526,47,966.94,15.46,82.2,1,0.9,2,Monthly,Basic,1,5,25,East,0
527,21,1264.87,24.73,112.2,1,0.2,2,2-Year,Basic,1,0,100,East,0
528,36,478.67,26.71,52.6,3,3.5,0,Annual,Standard,0,5,50,South,0
529,19,978.6,10.36,141.4,1,2.5,1,Monthly,Basic,1,15,50,West,0
530,20,899.48,15.0,62.7,0,1.6,0,Monthly,Standard,0,5,25,North,0
531,57,1003.64,16.18,78.7,0,1.4,1,Monthly,Standard,1,15,200,South,0
532,18,706.92,10.21,82.1,1,0.7,1,Monthly,Basic,0,5,25,East,1
533,47,541.1,18.77,54.2,1,3.3,3,Annual,Basic,1,0,25,North,0
534,49,421.72,13.56,101.0,2,10.6,2,2-Year,Standard,0,5,25,South,0
535,14,1144.1,8.59,106.4,1,0.6,2,Monthly,Premium,0,5,200,North,0
536,15,1176.01,13.32,94.3,2,2.7,3,2-Year,Standard,0,0,200,North,0
537,31,975.67,9.01,53.8,0,1.7,1,Monthly,Standard,1,0,100,West,0
538,1,766.46,21.22,159.5,2,1.8,6,Monthly,Standard,1,5,200,East,0
539,54,494.24,26.41,116.5,0,0.9,2,Monthly,Standard,1,0,25,South,0
540,3,1040.84,16.47,179.0,2,5.2,4,Monthly,Basic,0,0,200,East,1
541,16,624.81,15.67,75.8,1,2.0,2,2-Year,Standard,1,5,25,West,0
542,57,722.18,15.91,128.7,1,2.4,0,Monthly,Standard,1,0,25,West,0
543,12,753.36,22.09,123.4,2,1.1,3,Monthly,Standard,0,20,25,South,0
544,16,850.62,21.96,91.3,3,0.6,1,2-Year,Standard,1,0,50,South,0
545,24,710.24,14.31,142.3,2,0.3,1,2-Year,Premium,1,10,100,West,0
546,28,908.36,16.52,87.8,0,3.8,2,Annual,Basic,0,5,50,South,0
547,8,744.55,18.92,89.2,1,0.7,1,2-Year,Premium,0,10,200,North,0
548,36,1075.34,8.17,20.0,2,3.5,3,Monthly,Standard,1,0,50,North,1
549,8,1157.77,22.28,112.3,2,1.5,2,2-Year,Standard,0,20,25,West,0
550,58,927.14,25.41,60.2,0,1.6,4,Annual,Basic,1,5,50,East,0
551,60,1015.66,21.99,83.5,1,1.9,0,2-Year,Basic,1,15,100,South,0
552,50,1429.46,7.53,69.2,1,1.4,2,Annual,Standard,1,0,100,South,0
553,28,606.85,3.18,89.0,1,0.3,2,Monthly,Standard,1,0,50,North,0
554,41,591.63,19.25,113.3,0,1.1,2,Annual,Basic,0,10,50,South,0
555,64,1073.75,10.44,100.3,2,3.3,3,Monthly,Standard,1,0,25,East,0
556,27,1386.64,16.72,121.3,1,3.3,3,Monthly,Basic,0,5,100,South,1
557,63,834.88,24.21,138.0,0,1.0,0,Monthly,Premium,1,0,200,South,0
558,17,1331.71,11.06,88.9,2,1.8,2,2-Year,Premium,1,10,25,North,0
559,33,924.11,12.73,85.6,1,0.6,2,Monthly,Basic,1,20,200,South,0
560,29,729.78,16.66,128.7,1,0.7,3,Annual,Premium,1,5,50,West,0
561,13,652.33,7.21,131.1,1,0.1,3,Monthly,Premium,1,15,25,West,0
562,46,1057.35,10.45,122.2,3,6.8,1,2-Year,Basic,0,5,200,East,0
563,35,671.26,15.15,71.4,1,0.7,1,Monthly,Standard,1,5,50,East,0
564,6,920.32,13.2,112.7,1,0.8,2,Annual,Standard,0,20,50,East,0
565,69,1295.87,18.65,103.3,2,1.0,1,2-Year,Standard,1,15,25,East,0
566,47,823.3,31.6,131.6,1,0.4,2,Monthly,Basic,0,10,25,North,0
567,25,1228.5,15.59,82.8,0,3.1,5,Monthly,Basic,1,0,100,South,0
568,66,596.36,9.95,50.0,0,0.2,4,Annual,Standard,0,5,100,North,0
569,10,766.52,23.51,120.7,1,0.4,3,2-Year,Basic,1,0,200,East,0
570,56,548.21,5.47,23.2,0,3.1,4,Annual,Premium,1,5,25,South,0
571,30,918.25,6.67,78.1,2,1.2,0,Monthly,Basic,1,5,25,West,0
572,5,1095.02,11.43,69.3,1,3.7,0,2-Year,Standard,0,15,25,North,0
573,33,918.8,13.3,69.1,2,2.4,0,Monthly,Premium,1,15,50,South,0
574,65,1206.76,11.29,77.5,0,0.9,1,Annual,Standard,0,5,200,West,0
575,18,712.71,14.81,136.5,2,3.2,2,2-Year,Standard,1,0,100,West,0
576,49,956.34,16.65,124.6,1,0.4,1,Monthly,Premium,0,15,50,East,0
577,11,768.13,21.41,92.4,1,2.3,1,Annual,Premium,1,0,200,West,0
578,26,990.42,15.55,134.0,3,1.7,0,Annual,Basic,0,10,100,West,0
579,63,1025.93,11.63,68.1,4,0.9,3,2-Year,Standard,1,0,25,East,0
580,59,1045.6,21.09,64.1,3,2.8,3,Monthly,Premium,1,0,100,South,0
581,27,632.35,10.09,125.9,2,6.2,2,Monthly,Basic,0,20,50,South,1
582,49,677.56,5.2,117.4,1,20.5,2,2-Year,Basic,1,0,25,East,0
583,33,723.93,22.24,86.2,0,2.8,1,Monthly,Basic,1,5,25,North,0
584,1,840.28,21.85,65.9,2,1.6,0,Monthly,Basic,0,0,50,East,1
585,21,921.8,10.25,143.8,0,0.8,1,2-Year,Standard,1,20,50,South,0
586,55,1077.02,12.61,48.4,1,0.9,0,Monthly,Standard,1,15,25,North,0
587,6,687.98,9.5,82.0,0,2.0,4,2-Year,Premium,0,0,25,East,0
588,69,499.75,16.96,106.9,0,1.4,2,Monthly,Standard,1,0,100,South,0
589,5,1438.94,25.39,154.1,3,7.4,1,Monthly,Basic,0,10,200,South,1
590,3,617.14,19.22,111.5,0,1.4,5,Annual,Basic,0,0,100,South,0
591,53,1109.08,21.21,114.4,1,1.4,1,Annual,Premium,1,10,25,West,0
592,23,907.82,19.92,82.9,1,1.5,2,Annual,Basic,1,0,25,West,0
593,53,962.83,15.0,117.1,2,5.4,3,Annual,Basic,1,0,25,North,0
594,37,899.61,21.5,103.2,1,3.2,1,2-Year,Premium,1,10,25,North,0
595,17,803.79,19.47,52.3,1,2.9,1,Monthly,Standard,1,0,50,North,0
596,1,1015.99,23.64,123.8,2,1.2,2,Monthly,Basic,1,15,100,West,0
597,51,790.35,12.24,129.1,2,5.1,1,Monthly,Premium,0,0,100,North,0
598,45,1191.58,4.57,124.1,1,0.1,1,Annual,Premium,1,0,100,South,0
599,4,1042.11,21.27,101.0,4,6.1,2,Monthly,Basic,1,20,25,South,1
600,62,1049.9,17.1,71.3,1,2.2,0,Monthly,Premium,0,5,50,North,0
601,65,773.22,13.22,30.7,1,1.5,3,Monthly,Basic,1,10,100,North,0
602,32,840.91,13.56,104.7,0,2.1,1,Monthly,Standard,0,0,50,West,0
603,34,603.02,30.33,132.5,3,3.3,1,Monthly,Premium,1,10,25,South,0
604,39,811.75,11.15,129.9,0,0.0,1,Annual,Premium,1,10,50,East,0
605,26,640.86,9.88,124.5,0,6.2,3,Monthly,Basic,1,0,25,East,0
606,34,1228.27,15.51,97.8,1,1.8,3,2-Year,Basic,0,15,25,West,0
607,54,912.63,22.08,132.6,1,1.3,1,Annual,Basic,1,10,100,West,0
608,3,942.62,28.67,127.7,1,0.4,2,Monthly,Standard,0,0,200,West,0
609,50,843.71,18.94,87.3,1,1.7,2,Annual,Basic,1,5,25,South,0
610,12,949.39,7.38,120.3,1,2.1,2,Monthly,Standard,1,5,25,North,0
611,65,1516.22,26.83,83.9,2,1.6,1,Annual,Basic,1,0,100,North,0
612,54,824.96,14.88,116.2,2,3.4,2,2-Year,Standard,1,5,25,West,0
613,5,737.4,9.97,61.0,1,1.6,2,Annual,Basic,1,0,50,South,0
614,57,1032.42,8.52,63.3,2,9.8,0,Annual,Premium,0,5,25,East,0
615,17,300.0,20.02,131.7,3,2.7,3,Monthly,Basic,0,10,25,West,1
616,47,915.99,16.43,128.1,2,4.9,1,Monthly,Basic,1,5,100,South,0
617,23,807.07,17.07,119.0,2,0.3,4,2-Year,Premium,1,20,100,West,0
618,14,651.92,22.72,102.6,3,1.5,3,Monthly,Standard,0,0,25,South,1
619,66,1026.94,10.19,28.3,1,1.2,4,Monthly,Basic,1,5,50,South,0
620,51,913.5,23.2,97.8,1,2.5,3,Monthly,Basic,1,10,25,West,0
621,38,449.4,11.89,113.6,2,5.9,0,Annual,Standard,0,5,25,North,0
622,64,738.37,27.98,84.0,0,0.2,2,Monthly,Basic,1,5,200,West,0
623,38,300.0,18.59,78.6,0,0.2,2,2-Year,Standard,1,0,100,North,0
624,50,973.32,9.48,143.3,1,5.7,1,Monthly,Standard,0,0,50,North,0
625,30,970.82,2.85,98.2,0,0.7,1,Monthly,Basic,0,0,100,East,0
626,51,701.68,19.85,113.6,1,3.3,1,Annual,Standard,1,20,100,South,0
627,63,1035.03,12.75,123.2,0,2.3,4,Monthly,Standard,1,0,100,West,0
628,52,579.38,14.07,70.0,1,5.4,1,Annual,Premium,1,15,25,South,0
629,38,658.37,19.6,105.8,1,0.4,2,Monthly,Basic,0,10,25,East,0
630,30,1004.3,21.06,139.6,2,0.4,0,Monthly,Standard,1,0,100,North,0
631,51,727.83,22.34,154.6,0,2.4,1,Monthly,Basic,1,5,50,West,0
632,5,884.34,7.95,101.2,0,8.8,4,2-Year,Standard,1,15,200,South,0
633,29,759.09,23.56,92.9,2,1.6,0,Annual,Premium,1,15,100,East,0
634,4,797.27,11.53,108.1,1,1.2,2,Annual,Basic,0,0,200,North,1
635,10,808.19,1.46,107.3,2,2.8,0,Monthly,Premium,1,0,25,North,0
636,56,723.31,7.93,141.6,1,8.0,3,Annual,Standard,0,0,200,South,0
637,17,975.61,16.31,70.1,1,5.4,2,Monthly,Premium,0,0,50,North,0
638,17,743.02,9.13,91.6,1,16.2,2,2-Year,Standard,1,5,200,East,1
639,69,903.92,14.47,66.5,2,0.1,2,Annual,Basic,1,15,25,North,0
640,34,717.82,17.03,69.6,1,0.4,1,Annual,Basic,1,0,50,West,0
641,6,516.43,13.91,111.3,0,2.8,2,Monthly,Basic,1,10,100,West,0
