customer_id,age,gender,country,avg_order_value,total_orders,last_purchase,is_fraudulent,preferred_category,email_open_rate,customer_since,loyalty_score,churn_risk,avg_order_value_clean,email_open_rate_clean,customer_record_count,estimated_customer_value,recency_segment,churn_risk_segment,age_group,customer_tenure_days,loyalty_segment,fraud_status,customer_value_segment,customer_priority,data_quality_flag,customer_since_sql,customer_tenure_days_sql
CUST_2997,43,Male,USA,26.13,9,264,0,Electronics,67.5,11-11-2020,27,0.24,26.13,67.5,1,235.17,Inactive,Medium Risk,35-44,15-10-1905,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2020-11-11,1905-10-15
CUST_4687,38,Female,Japan,91.77,14,169,0,Beauty,54.8,18-08-2020,13,0.34,91.77,54.8,2,1284.78,Inactive,Medium Risk,35-44,08-01-1906,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2020-08-18,1906-01-08
CUST_5018,25,Male,Germany,191.46,14,269,0,Beauty,27.3,17-12-2020,71,0.13,191.46,27.3,1,2680.44,Inactive,Low Risk,25-34,09-09-1905,High Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2020-12-17,1905-09-09
CUST_2970,38,Female,UK,61.94,7,219,0,Beauty,36.7,01-06-2022,82,0.4,61.94,36.7,2,433.58,Inactive,Medium Risk,35-44,27-03-1904,High Loyalty,Legitimate,Low Value,Stable,Check Data,2022-06-01,1904-03-27
CUST_9389,74,Female,Canada,123.56,11,39,0,Home,98.9,27-01-2022,38,0.39,123.56,98.9,2,1359.16,At Risk,Medium Risk,55+,30-07-1904,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2022-01-27,1904-07-30
CUST_6765,28,Female,Japan,,12,288,0,Electronics,90.6,19-09-2024,52,0.29,250,90.6,1,3000,Inactive,Medium Risk,25-34,07-12-1901,Medium Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2024-09-19,1901-12-07
CUST_2202,55,Female,UK,55.04,4,78,0,Sports,69.6,24-01-2022,73,0.42,55.04,69.6,1,220.16,At Risk,Medium Risk,55+,02-08-1904,High Loyalty,Legitimate,Low Value,Stable,Check Data,2022-01-24,1904-08-02
CUST_9135,25,Female,USA,112.74,8,238,0,Beauty,85.9,26-12-2022,87,0.06,112.74,85.9,2,901.92,Inactive,Low Risk,25-34,01-09-1903,High Loyalty,Legitimate,Low Value,Stable,Check Data,2022-12-26,1903-09-01
CUST_6567,59,Female,Brazil,31.17,7,59,0,Fashion,13.6,03-08-2023,95,0.3,31.17,13.6,1,218.19,At Risk,Medium Risk,55+,24-01-1903,High Loyalty,Legitimate,Low Value,Stable,Check Data,2023-08-03,1903-01-24
CUST_8667,41,Female,China,,19,319,0,Electronics,26.8,14-01-2024,66,0.18,250,26.8,1,4750,Inactive,Low Risk,35-44,13-08-1902,Medium Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2024-01-14,1902-08-13
CUST_6742,78,Female,Brazil,59.97,11,317,0,Sports,88.5,23-07-2022,40,0.22,59.97,88.5,1,659.67,Inactive,Medium Risk,55+,04-02-1904,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2022-07-23,1904-02-04
CUST_6788,52,Female,Canada,174.55,6,334,0,Fashion,47.1,16-11-2021,38,0.79,174.55,47.1,2,1047.3,Inactive,High Risk,45-54,10-10-1904,Low Loyalty,Legitimate,Low Value,At Risk - Develop,Check Data,2021-11-16,1904-10-10
CUST_6408,72,Male,USA,165.72,9,236,0,Sports,59.1,19-09-2023,41,0.15,165.72,59.1,2,1491.48,Inactive,Low Risk,55+,08-12-1902,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2023-09-19,1902-12-08
CUST_9669,31,Male,UK,55.36,10,75,0,Sports,,13-01-2021,5,0.35,55.36,250,1,553.6,At Risk,Medium Risk,25-34,13-08-1905,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2021-01-13,1905-08-13
CUST_1922,72,Male,France,257.42,12,305,0,Electronics,40.4,21-10-2020,64,0.26,257.42,40.4,2,3089.04,Inactive,Medium Risk,55+,05-11-1905,Medium Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2020-10-21,1905-11-05
CUST_1419,31,Female,China,70.88,5,38,0,Home,48.2,23-02-2021,56,0.23,70.88,48.2,2,354.4,At Risk,Medium Risk,25-34,03-07-1905,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2021-02-23,1905-07-03
CUST_3204,27,Male,Brazil,59.9,9,198,0,Fashion,11.2,16-12-2022,87,0.34,59.9,11.2,2,539.1,Inactive,Medium Risk,25-34,11-09-1903,High Loyalty,Legitimate,Low Value,Stable,Check Data,2022-12-16,1903-09-11
CUST_2120,29,Female,India,15.31,7,104,0,Beauty,99.1,14-02-2023,49,0.06,15.31,99.1,1,107.17,Inactive,Low Risk,25-34,13-07-1903,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2023-02-14,1903-07-13
CUST_1950,55,Female,UK,,13,69,0,Sports,97.3,13-06-2021,59,0.15,250,97.3,1,3250,At Risk,Low Risk,55+,15-03-1905,Medium Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2021-06-13,1905-03-15
CUST_3336,61,Male,Brazil,158.58,7,281,0,Fashion,29.7,06-10-2024,96,0.16,158.58,29.7,2,1110.06,Inactive,Low Risk,55+,20-11-1901,High Loyalty,Legitimate,Low Value,Stable,Check Data,2024-10-06,1901-11-20
CUST_6373,72,Female,UK,83.4,10,57,0,Electronics,85.2,29-10-2021,39,0.32,83.4,85.2,1,834,At Risk,Medium Risk,55+,28-10-1904,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2021-10-29,1904-10-28
CUST_3243,63,Male,China,201.33,10,328,1,Fashion,73.7,11-09-2024,80,0.02,201.33,73.7,1,2013.3,Inactive,Low Risk,55+,15-12-1901,High Loyalty,Fraudulent,High Value,High Value - Maintain,Check Data,2024-09-11,1901-12-15
CUST_3645,51,Male,Canada,67.58,9,178,0,Beauty,14.7,22-10-2024,55,0.26,67.58,14.7,3,608.22,Inactive,Medium Risk,45-54,04-11-1901,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2024-10-22,1901-11-04
CUST_5612,58,Female,Germany,90.67,12,307,0,Beauty,2.4,26-05-2022,75,0.48,90.67,2.4,2,1088.04,Inactive,Medium Risk,55+,02-04-1904,High Loyalty,Legitimate,Low Value,Stable,Check Data,2022-05-26,1904-04-02
CUST_2865,27,Male,Brazil,114.56,10,221,0,Electronics,1.4,03-04-2024,78,0.15,114.56,1.4,1,1145.6,Inactive,Low Risk,25-34,25-05-1902,High Loyalty,Legitimate,Low Value,Stable,Check Data,2024-04-03,1902-05-25
CUST_7028,75,Male,UK,88.25,9,143,1,Fashion,,20-05-2025,64,0.45,88.25,250,2,794.25,Inactive,Medium Risk,55+,08-04-1901,Medium Loyalty,Fraudulent,Low Value,Stable,Check Data,2025-05-20,1901-04-08
CUST_8326,34,Female,Germany,19.63,12,303,0,Home,62.7,30-11-2022,3,0.31,19.63,62.7,1,235.56,Inactive,Medium Risk,25-34,27-09-1903,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2022-11-30,1903-09-27
CUST_7371,34,Male,Germany,170.16,7,26,0,Home,49.2,22-03-2025,8,0.2,170.16,49.2,2,1191.12,Active,Medium Risk,25-34,06-06-1901,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2025-03-22,1901-06-06
CUST_7359,20,Other,India,99.01,10,160,0,Sports,99.7,10-06-2021,79,0.16,99.01,99.7,1,990.1,Inactive,Low Risk,Under 25,18-03-1905,High Loyalty,Legitimate,Low Value,Stable,Check Data,2021-06-10,1905-03-18
CUST_8863,79,Other,Germany,253.22,12,150,0,Sports,28.7,22-05-2024,73,0.31,253.22,28.7,1,3038.64,Inactive,Medium Risk,55+,06-04-1902,High Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2024-05-22,1902-04-06
CUST_4228,48,Male,China,95.84,10,172,0,Fashion,72.6,25-07-2021,16,0.23,95.84,72.6,1,958.4,Inactive,Medium Risk,45-54,01-02-1905,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2021-07-25,1905-02-01
CUST_4719,68,Male,USA,217.32,12,210,0,Sports,38.7,17-02-2024,26,0.1,217.32,38.7,5,2607.84,Inactive,Low Risk,55+,10-07-1902,Low Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2024-02-17,1902-07-10
CUST_3371,18,Female,Germany,82.47,12,355,0,Beauty,9.8,11-01-2023,32,0.14,82.47,9.8,1,989.64,Inactive,Low Risk,Under 25,16-08-1903,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2023-01-11,1903-08-16
CUST_3891,29,Female,France,275.49,9,21,0,Electronics,87.7,14-02-2025,82,0.34,275.49,87.7,2,2479.41,Active,Medium Risk,25-34,12-07-1901,High Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2025-02-14,1901-07-12
CUST_4756,56,Male,UK,184.01,9,297,0,Sports,40,24-01-2025,8,0.18,184.01,40,1,1656.09,Inactive,Low Risk,55+,02-08-1901,Low Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2025-01-24,1901-08-02
CUST_5225,21,Female,Germany,127.53,12,364,0,Home,91.7,29-01-2025,60,0.24,127.53,91.7,3,1530.36,Inactive,Medium Risk,Under 25,28-07-1901,Medium Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2025-01-29,1901-07-28
CUST_1094,59,Male,Australia,118.28,16,32,0,Beauty,93.7,06-12-2020,96,0.27,118.28,93.7,1,1892.48,At Risk,Medium Risk,55+,20-09-1905,High Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2020-12-06,1905-09-20
CUST_3674,30,Female,USA,205.99,14,108,0,Home,82,28-09-2020,74,0.22,205.99,82,1,2883.86,Inactive,Medium Risk,25-34,28-11-1905,High Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2020-09-28,1905-11-28
CUST_7898,51,Male,Japan,71.5,10,46,0,Sports,2.8,25-12-2020,12,0.13,71.5,2.8,1,715,At Risk,Low Risk,45-54,01-09-1905,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2020-12-25,1905-09-01
CUST_1793,59,Male,USA,28.58,11,95,0,Sports,96.6,10-10-2021,76,0.38,28.58,96.6,1,314.38,Inactive,Medium Risk,55+,16-11-1904,High Loyalty,Legitimate,Low Value,Stable,Check Data,2021-10-10,1904-11-16
CUST_3116,38,Male,Canada,52.8,12,124,0,Beauty,12.4,05-10-2024,59,0.4,52.8,12.4,1,633.6,Inactive,Medium Risk,35-44,21-11-1901,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2024-10-05,1901-11-21
CUST_6779,39,Other,Japan,73.81,13,334,0,Home,93.1,19-06-2023,59,0.08,73.81,93.1,2,959.53,Inactive,Low Risk,35-44,10-03-1903,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2023-06-19,1903-03-10
CUST_7166,74,Female,India,149.95,17,294,0,Electronics,60.7,22-12-2024,74,0.15,149.95,60.7,1,2549.15,Inactive,Low Risk,55+,04-09-1901,High Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2024-12-22,1901-09-04
CUST_1814,21,Female,USA,334.42,8,301,0,Electronics,37.7,15-02-2022,34,0.47,334.42,37.7,1,2675.36,Inactive,Medium Risk,Under 25,11-07-1904,Low Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2022-02-15,1904-07-11
CUST_1345,35,Male,Canada,163.57,9,327,0,Beauty,72.1,31-03-2021,30,0.5,163.57,72.1,1,1472.13,Inactive,High Risk,35-44,28-05-1905,Low Loyalty,Legitimate,Low Value,At Risk - Develop,Check Data,2021-03-31,1905-05-28
CUST_9554,22,Male,USA,86.03,16,306,0,Sports,50.7,26-09-2024,44,0.38,86.03,50.7,1,1376.48,Inactive,Medium Risk,Under 25,30-11-1901,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2024-09-26,1901-11-30
CUST_3443,36,Male,Germany,57.42,11,24,0,Beauty,79.4,08-12-2023,95,0.1,57.42,79.4,1,631.62,Active,Low Risk,35-44,19-09-1902,High Loyalty,Legitimate,Low Value,Stable,Check Data,2023-12-08,1902-09-19
CUST_8783,19,Female,Brazil,259.71,6,81,0,Home,51.4,14-08-2020,38,0.36,259.71,51.4,1,1558.26,At Risk,Medium Risk,Under 25,12-01-1906,Low Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2020-08-14,1906-01-12
CUST_1984,29,Female,Brazil,99.12,8,57,1,Electronics,36.9,20-10-2023,25,0.09,99.12,36.9,2,792.96,At Risk,Low Risk,25-34,07-11-1902,Low Loyalty,Fraudulent,Low Value,Stable,Check Data,2023-10-20,1902-11-07
CUST_8790,34,Female,Canada,79.42,11,25,0,Sports,36.1,21-03-2025,24,0.2,79.42,36.1,1,873.62,Active,Medium Risk,25-34,07-06-1901,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2025-03-21,1901-06-07
CUST_1827,27,Male,USA,87.29,12,296,1,Home,35.4,17-10-2021,97,0.34,87.29,35.4,1,1047.48,Inactive,Medium Risk,25-34,09-11-1904,High Loyalty,Fraudulent,Low Value,Stable,Check Data,2021-10-17,1904-11-09
CUST_4531,51,Other,Canada,119.31,6,43,0,Electronics,47.3,17-08-2021,61,0.32,119.31,47.3,1,715.86,At Risk,Medium Risk,45-54,09-01-1905,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2021-08-17,1905-01-09
CUST_8147,23,Male,India,86.38,12,84,0,Electronics,11,22-03-2024,9,0.25,86.38,11,1,1036.56,At Risk,Medium Risk,Under 25,06-06-1902,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2024-03-22,1902-06-06
CUST_5451,25,Other,Brazil,55.19,11,21,0,Fashion,66.2,19-03-2025,89,0.56,55.19,66.2,1,607.09,Active,High Risk,25-34,09-06-1901,High Loyalty,Legitimate,Low Value,At Risk - Develop,Check Data,2025-03-19,1901-06-09
CUST_4876,78,Male,Australia,,7,225,0,Sports,34.1,16-12-2023,84,0.58,250,34.1,1,1750,Inactive,High Risk,55+,11-09-1902,High Loyalty,Legitimate,High Value,Critical - Retain,Check Data,2023-12-16,1902-09-11
CUST_6959,68,Female,Japan,76.39,9,36,0,Beauty,56.2,01-04-2025,48,0.45,76.39,56.2,1,687.51,At Risk,Medium Risk,55+,27-05-1901,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2025-04-01,1901-05-27
CUST_1126,28,Male,China,101.26,4,100,0,Fashion,52.7,13-03-2022,81,0.4,101.26,52.7,2,405.04,Inactive,Medium Risk,25-34,15-06-1904,High Loyalty,Legitimate,Low Value,Stable,Check Data,2022-03-13,1904-06-15
CUST_4177,74,Male,Germany,91.79,11,141,0,Electronics,85.7,25-10-2023,52,0.27,91.79,85.7,3,1009.69,Inactive,Medium Risk,55+,02-11-1902,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2023-10-25,1902-11-02
CUST_9795,29,Female,Australia,111.07,12,3,0,Sports,86.2,25-06-2025,70,0.24,111.07,86.2,1,1332.84,Active,Medium Risk,25-34,03-03-1901,High Loyalty,Legitimate,Low Value,Stable,Check Data,2025-06-25,1901-03-03
CUST_7024,26,Male,Australia,35.37,8,23,0,Sports,98.9,01-08-2022,64,0.37,35.37,98.9,1,282.96,Active,Medium Risk,25-34,26-01-1904,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2022-08-01,1904-01-26
CUST_6109,19,Male,UK,35.98,10,190,0,Fashion,,15-08-2020,36,0.26,35.98,250,2,359.8,Inactive,Medium Risk,Under 25,11-01-1906,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2020-08-15,1906-01-11
CUST_5146,25,Female,Australia,85.07,9,320,0,Home,3.4,02-09-2024,20,0.33,85.07,3.4,3,765.63,Inactive,Medium Risk,25-34,24-12-1901,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2024-09-02,1901-12-24
CUST_8196,75,Female,Japan,335.3,8,321,0,Home,42.5,19-04-2023,90,0.15,335.3,42.5,2,2682.4,Inactive,Low Risk,55+,10-05-1903,High Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2023-04-19,1903-05-10
CUST_4368,28,Female,Japan,64.49,10,268,0,Beauty,89.7,10-05-2021,50,0.23,64.49,89.7,1,644.9,Inactive,Medium Risk,25-34,18-04-1905,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2021-05-10,1905-04-18
CUST_4797,77,Male,Germany,86.8,11,26,0,Sports,60,16-10-2022,12,0.36,86.8,60,1,954.8,Active,Medium Risk,55+,11-11-1903,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2022-10-16,1903-11-11
CUST_2792,70,Female,Canada,,5,80,0,Fashion,37.4,12-02-2023,7,0.58,250,37.4,1,1250,At Risk,High Risk,55+,15-07-1903,Low Loyalty,Legitimate,Low Value,At Risk - Develop,Check Data,2023-02-12,1903-07-15
CUST_6732,53,Female,France,130.02,7,120,0,Electronics,77.2,10-02-2024,40,0.14,130.02,77.2,2,910.14,Inactive,Low Risk,45-54,17-07-1902,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2024-02-10,1902-07-17
CUST_4476,27,Male,France,65.9,8,364,0,Home,71.2,07-02-2023,94,0.33,65.9,71.2,1,527.2,Inactive,Medium Risk,25-34,20-07-1903,High Loyalty,Legitimate,Low Value,Stable,Check Data,2023-02-07,1903-07-20
CUST_4417,38,Female,USA,36.6,13,68,0,Fashion,,28-11-2020,86,0.17,36.6,250,1,475.8,At Risk,Low Risk,35-44,28-09-1905,High Loyalty,Legitimate,Low Value,Stable,Check Data,2020-11-28,1905-09-28
CUST_2645,37,Male,USA,61.25,4,312,0,Beauty,51.5,03-05-2022,42,0.29,61.25,51.5,1,245,Inactive,Medium Risk,35-44,25-04-1904,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2022-05-03,1904-04-25
CUST_4030,65,Male,China,59.47,6,71,0,Beauty,53,26-08-2023,93,0.15,59.47,53,1,356.82,At Risk,Low Risk,55+,01-01-1903,High Loyalty,Legitimate,Low Value,Stable,Check Data,2023-08-26,1903-01-01
CUST_3872,25,Male,Japan,145.34,4,245,0,Sports,55.6,12-05-2024,86,0.12,145.34,55.6,1,581.36,Inactive,Low Risk,25-34,16-04-1902,High Loyalty,Legitimate,Low Value,Stable,Check Data,2024-05-12,1902-04-16
CUST_4072,53,Male,USA,46.56,11,245,0,Beauty,55.3,06-01-2023,88,0.18,46.56,55.3,5,512.16,Inactive,Low Risk,45-54,21-08-1903,High Loyalty,Legitimate,Low Value,Stable,Check Data,2023-01-06,1903-08-21
CUST_2854,46,Female,UK,69.8,9,252,0,Beauty,20.6,08-04-2021,67,0.17,69.8,20.6,2,628.2,Inactive,Low Risk,45-54,20-05-1905,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2021-04-08,1905-05-20
CUST_5021,59,Female,USA,80.98,14,363,0,Home,24.6,28-11-2023,50,0.77,80.98,24.6,1,1133.72,Inactive,High Risk,55+,29-09-1902,Medium Loyalty,Legitimate,Low Value,At Risk - Develop,Check Data,2023-11-28,1902-09-29
CUST_5662,29,Other,India,50.87,11,72,0,Home,37.4,28-06-2024,41,0.38,50.87,37.4,1,559.57,At Risk,Medium Risk,25-34,28-02-1902,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2024-06-28,1902-02-28
CUST_7514,78,Female,India,44.48,16,273,0,Beauty,85.5,22-08-2021,24,0.47,44.48,85.5,1,711.68,Inactive,Medium Risk,55+,04-01-1905,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2021-08-22,1905-01-04
CUST_6031,31,Male,UK,71.18,6,15,0,Sports,46.2,25-05-2023,90,0.36,71.18,46.2,1,427.08,Active,Medium Risk,25-34,04-04-1903,High Loyalty,Legitimate,Low Value,Stable,Check Data,2023-05-25,1903-04-04
CUST_3708,65,Female,Australia,81.19,5,178,0,Home,92.6,16-12-2023,69,0.29,81.19,92.6,3,405.95,Inactive,Medium Risk,55+,11-09-1902,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2023-12-16,1902-09-11
CUST_8112,71,Female,India,86.56,10,351,0,Home,79.3,01-11-2024,13,0.15,86.56,79.3,1,865.6,Inactive,Low Risk,55+,25-10-1901,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2024-11-01,1901-10-25
CUST_9393,67,Male,France,33.74,8,39,0,Beauty,86.2,24-07-2020,86,0.23,33.74,86.2,1,269.92,At Risk,Medium Risk,55+,02-02-1906,High Loyalty,Legitimate,Low Value,Stable,Check Data,2020-07-24,1906-02-02
CUST_4507,38,Female,France,78.54,5,38,0,Sports,13.4,29-11-2022,34,0.46,78.54,13.4,1,392.7,At Risk,Medium Risk,35-44,28-09-1903,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2022-11-29,1903-09-28
CUST_7456,39,Other,India,136.72,11,55,0,Beauty,14.9,14-06-2021,3,0.1,136.72,14.9,1,1503.92,At Risk,Low Risk,35-44,14-03-1905,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2021-06-14,1905-03-14
CUST_5212,38,Female,USA,151.49,10,232,0,Electronics,23.7,15-10-2020,96,0.09,151.49,23.7,1,1514.9,Inactive,Low Risk,35-44,11-11-1905,High Loyalty,Legitimate,Low Value,Stable,Check Data,2020-10-15,1905-11-11
CUST_8970,61,Other,China,78.34,9,53,0,Electronics,66.3,08-10-2020,88,0.36,78.34,66.3,3,705.06,At Risk,Medium Risk,55+,18-11-1905,High Loyalty,Legitimate,Low Value,Stable,Check Data,2020-10-08,1905-11-18
CUST_9766,67,Male,China,31.91,9,171,0,Sports,47.6,15-12-2022,73,0.74,31.91,47.6,2,287.19,Inactive,High Risk,55+,12-09-1903,High Loyalty,Legitimate,Low Value,At Risk - Develop,Check Data,2022-12-15,1903-09-12
CUST_1536,47,Male,France,63.1,11,301,0,Electronics,17,07-02-2022,3,0.67,63.1,17,2,694.1,Inactive,High Risk,45-54,19-07-1904,Low Loyalty,Legitimate,Low Value,At Risk - Develop,Check Data,2022-02-07,1904-07-19
CUST_2625,56,Male,India,156.02,15,188,0,Sports,74.6,25-04-2022,86,0.56,156.02,74.6,2,2340.3,Inactive,High Risk,55+,03-05-1904,High Loyalty,Legitimate,High Value,Critical - Retain,Check Data,2022-04-25,1904-05-03
CUST_8973,37,Female,Australia,52.38,5,42,0,Electronics,,11-08-2023,24,0.39,52.38,250,1,261.9,At Risk,Medium Risk,35-44,16-01-1903,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2023-08-11,1903-01-16
CUST_9577,41,Female,Germany,92.4,10,3,0,Fashion,73.1,01-08-2021,74,0.2,92.4,73.1,1,924,Active,Medium Risk,35-44,25-01-1905,High Loyalty,Legitimate,Low Value,Stable,Check Data,2021-08-01,1905-01-25
CUST_9070,40,Other,USA,,11,260,0,Home,,14-06-2025,35,0.25,250,250,1,2750,Inactive,Medium Risk,35-44,14-03-1901,Low Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2025-06-14,1901-03-14
CUST_9666,24,Male,USA,118.18,16,57,0,Beauty,91.5,13-03-2025,20,0.18,118.18,91.5,2,1890.88,At Risk,Low Risk,Under 25,15-06-1901,Low Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2025-03-13,1901-06-15
CUST_9609,26,Male,China,28.65,15,36,0,Sports,30.1,31-05-2024,44,0.17,28.65,30.1,1,429.75,At Risk,Low Risk,25-34,28-03-1902,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2024-05-31,1902-03-28
CUST_7490,18,Female,India,87.95,14,234,0,Electronics,15.9,16-03-2023,76,0.14,87.95,15.9,1,1231.3,Inactive,Low Risk,Under 25,13-06-1903,High Loyalty,Legitimate,Low Value,Stable,Check Data,2023-03-16,1903-06-13
CUST_4600,43,Female,Canada,99.21,12,264,0,Fashion,43.4,13-08-2020,48,0.76,99.21,43.4,1,1190.52,Inactive,High Risk,35-44,13-01-1906,Medium Loyalty,Legitimate,Low Value,At Risk - Develop,Check Data,2020-08-13,1906-01-13
CUST_7783,55,Male,Brazil,55.43,9,14,0,Electronics,8.4,11-09-2020,43,0.36,55.43,8.4,1,498.87,Active,Medium Risk,55+,15-12-1905,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2020-09-11,1905-12-15
CUST_5971,55,Female,India,146.17,9,87,0,Fashion,4.4,20-01-2023,76,0.17,146.17,4.4,1,1315.53,At Risk,Low Risk,55+,07-08-1903,High Loyalty,Legitimate,Low Value,Stable,Check Data,2023-01-20,1903-08-07
CUST_2205,71,Female,UK,41.55,16,98,0,Beauty,97.8,03-02-2021,81,0.37,41.55,97.8,2,664.8,Inactive,Medium Risk,55+,23-07-1905,High Loyalty,Legitimate,Low Value,Stable,Check Data,2021-02-03,1905-07-23
CUST_2990,78,Female,India,156.64,8,104,0,Home,97.2,18-01-2023,68,0.16,156.64,97.2,1,1253.12,Inactive,Low Risk,55+,09-08-1903,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2023-01-18,1903-08-09
CUST_6299,61,Female,USA,95.57,12,216,0,Home,35.2,10-01-2022,72,0.27,95.57,35.2,2,1146.84,Inactive,Medium Risk,55+,16-08-1904,High Loyalty,Legitimate,Low Value,Stable,Check Data,2022-01-10,1904-08-16
CUST_4572,39,Male,Germany,39.58,10,190,0,Fashion,82.1,05-05-2023,71,0.2,39.58,82.1,1,395.8,Inactive,Medium Risk,35-44,24-04-1903,High Loyalty,Legitimate,Low Value,Stable,Check Data,2023-05-05,1903-04-24
CUST_6975,61,Other,UK,81.74,3,214,0,Electronics,22.3,20-12-2024,55,0.67,81.74,22.3,1,245.22,Inactive,High Risk,55+,06-09-1901,Medium Loyalty,Legitimate,Low Value,At Risk - Develop,Check Data,2024-12-20,1901-09-06
CUST_7320,27,Female,China,51.38,7,197,0,Home,41.7,04-01-2024,82,0.39,51.38,41.7,2,359.66,Inactive,Medium Risk,25-34,23-08-1902,High Loyalty,Legitimate,Low Value,Stable,Check Data,2024-01-04,1902-08-23
CUST_5380,72,Male,Japan,41.22,9,104,0,Electronics,72.6,01-12-2024,26,0.48,41.22,72.6,2,370.98,Inactive,Medium Risk,55+,25-09-1901,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2024-12-01,1901-09-25
CUST_5757,79,Male,Japan,103.9,6,26,0,Sports,55.1,19-06-2023,31,0.12,103.9,55.1,4,623.4,Active,Low Risk,55+,10-03-1903,Low Loyalty,Legitimate,Low Value,Stable,Check Data,2023-06-19,1903-03-10
CUST_3713,75,Female,Canada,159.46,8,181,0,Electronics,82.1,28-05-2024,54,0.36,159.46,82.1,1,1275.68,Inactive,Medium Risk,55+,31-03-1902,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2024-05-28,1902-03-31
CUST_6588,23,Male,China,315.51,7,82,0,Sports,98,20-04-2023,56,0.22,315.51,98,3,2208.57,At Risk,Medium Risk,Under 25,09-05-1903,Medium Loyalty,Legitimate,High Value,High Value - Maintain,Check Data,2023-04-20,1903-05-09
CUST_1966,34,Male,Australia,35.75,9,158,0,Sports,0.9,13-05-2023,56,0.49,35.75,0.9,1,321.75,Inactive,Medium Risk,25-34,16-04-1903,Medium Loyalty,Legitimate,Low Value,Stable,Valid,2023-05-13,1903-04-16
CUST_5944,68,Female,France,55.02,8,229,0,Home,92.5,13-02-2024,53,0.09,55.02,92.5,1,440.16,Inactive,Low Risk,55+,14-07-1902,Medium Loyalty,Legitimate,Low Value,Stable,Check Data,2024-02-13,1902-07-14
CUST_4432,67,Male,Canada,95.82,7,234,0,Sports,41.3,26-07-2023,72,0.18,95.82,41.3,2,670.74,Inactive,Low Risk,55+,01-02-1903,High Loyalty,Legitimate,Low Value,Stable,Check Data,2023-07-26,1903-02-01
